 0xb9f02d93,0x6f56ac62,0xef2373e7,0xf2fb6dfe, 0xa70efe75,0x13d1ae14,0x586c8096,0xa46629de,
 0xbde71d2e,0x4c44aab7,0x099fcc01,0x461c4a80, 0x3b638f85,0x998573d7,0x86fcd6b6,0x3a72ba25,
 0xecebde89,0x13c2adce,0xb50a2a97,0x6731e44b, 0x1c4dc3a0,0xd02982bc,0x48ec600d,0x9b815f88,
 0x20e887b8,0xfb7b62ef,0x313bf606,0xaa7c6985, 0x91907e89,0x0736ac71,0x85f22e57,0x0031db98,
 0x04101951,0xc3f24438,0x546b74fe,0xed945e08, 0x42bd2245,0x11c6287b,0x1a101e01,0xd4f4eb94,
 0x58ea732e,0x77ab101c,0x65c92087,0xf9f1ac4b, 0xf2ad5ea3,0x43a707d5,0x518c1d5a,0xccd1921b,
 0xb4725c0e,0xc3d85832,0xb3488212,0xb53c0300, 0xdcbc542f,0x2be94504,0x7c8f36bb,0x0d55a89f,
 0xf8c6d822,0xc9852a2e,0x409d22f9,0xc95722ee, 0x480fc203,0x83f2fe31,0x9376be7c,0xc6e4735a,
 0x0592fcb9,0xa6d8c968,0x29b8f564,0x9c61433e, 0x2cae8fa2,0xfc91342d,0x5307e523,0xae895b44,
 0x1682c745,0x471ba483,0x3e085477,0x6fa0a2d2, 0x24bbb394,0x864fe453,0x53aa53fa,0x9f6b6aeb,
 0x428b06ae,0xa0239510,0xddcc7c02,0x49010bdb, 0x81605843,0xe621090e,0x515fbd39,0x168a7a13,
 0x6e313a24,0x91bf9744,0x6c7bbb23,0xd2dd5973, 0x065cd7e7,0x58522ed0,0xd01b8790,0xdbfe191a,
 0x4b8e4bf0,0x36f53d52,0xc55a3c71,0x6c2b01ce, 0x786065dc,0x73bbde33,0xb6430567,0x0f6dadda,
 0xd6f95b6e,0x54f1f47c,0xfd024ae8,0x71706b9a, 0xe209f44f,0x783cd435,0xb79286cc,0x5ca9dddd,
 0x3a3c7195,0x9f908c48,0x9a888f48,0x027c8080, 0xe8ec63e8,0x7a699f2a,0x47c6ffc8,0x8d1f6b3c,
 0xfe60b8bd,0x0518756e,0xdddecff1,0x9b7c7315, 0xa3f28ac7,0x434ba3e8,0xce079bf8,0xd0e8c01a,
 0x8879cc7f,0xc5b4a1ca,0x1df106ec,0xa96b2ad7, 0xf3d86b9b,0x36654ea5,0x54801504,0x38b286ca,
 0x4eb8f26b,0xe3b9f411,0x2f0c58d6,0xc1f12920, 0xe1c7961d,0x35671d5b,0x22f7c854,0xc45dfe14,
 0xea7d431f,0x8b66abd4,0x31a353c0,0xfdf56f4f, 0x60400276,0x6027bcd2,0x1b5b3ac4,0x6e365cbf,
 0xe5d27079,0xa147c8cf,0x1a0581d3,0xf046b705, 0x94e6198e,0x54499f0d,0x5c14c291,0xda2916bb,
 0xcd8dc054,0xe7571aaf,0xe5ac8c83,0xf4332904, 0x8bfc9e71,0x67d44287,0x2a4f55a0,0x581e15f6,
 0x699a7bb5,0xe904dea4,0xde11cd31,0xfc47d992, 0x8520885b,0x9fea362f,0x53ccd168,0xa324cd58,
 0xd200675c,0x961e3d57,0x1f44a700,0x321c2ade, 0xdcea7328,0x6b5a8c19,0xf7ba9c5e,0xcb09fc05,
 0xa0e158e1,0x381281fc,0xdf4b3a7e,0x173a718e, 0xf4e2338a,0x252d0d9d,0x221e0289,0x709b1bca,
 0x25b87aa1,0x1eafcada,0xbfc06c0f,0xf4aaa3a3, 0x68698ca8,0x258d9589,0x3e755f97,0xfc4fc617,
 0xc438f732,0x262c1a9e,0x0cac1aa1,0x561fada9, 0xb4a69251,0x57de110d,0x55fbc8f0,0xfade9ed2,
 0x002b0608,0x84b875be,0xf4943cd9,0xe18ffe77, 0xbb80e44e,0x40b15e00,0x15186f1d,0xc423c3dd,
 0xb4cd4adf,0x7aaa1762,0x394ebb67,0xf4477516, 0xb4d136eb,0xd9beaac1,0x8b4398c6,0xa2e20266,
 0x76c21ab4,0xd7640eb3,0x47810a04,0x2bfa5403, 0xdace5af0,0x704c5f03,0x049d2939,0xa27206f5,
 0x48434569,0x943adb5b,0xa1d109c8,0x1fa8feff, 0xd1a462ba,0x572b3b05,0xeb1e9e57,0xef939bb5,
 0xdd5727fa,0xc8c7cf2a,0xbcf9f018,0x42f08e4d, 0x3e5e9927,0xe9e7da5c,0x11c107f5,0xb6c317ad,
 0x0f74be07,0x659f26a1,0x661a183f,0x61e1ab06, 0xcb26854d,0xbc3def88,0x3f888e55,0x7eb06d28,
 0x49af8786,0xf23f0afa,0x0f453103,0x4fac6049, 0x5f5a0f1a,0x7ae520ae,0x306bdf4f,0xcb382273,
 0x79c8d850,0xe089836b,0xa8cbf935,0xf915b6c2, 0xbb91ce78,0xf15956bb,0x3bf2fe8d,0x8ae064f3,
 0x427d79fc,0x20ccc67f,0xcb7bc9ad,0xb08b0271, 0x9450100a,0xc6fde8c0,0xf72a1755,0x3efe75d4,
 0x52b490fe,0x9b771f5e,0x20a07806,0xe8a18326, 0xc2bdddec,0x6ae4397e,0x8386ce85,0x9d920891,
 0x18649798,0x3bf52d43,0x85ffdc35,0x18974175, 0x366858ae,0xbc07f831,0x56038511,0x3968dd65,
 0xdcc4940a,0x1b7ce2a6,0xf43d0e34,0xa909fc76, 0x8e54d488,0xff92a8d4,0x88ae694d,0x1849fbf6,
 0x2221ed78,0x048adfda,0x2535059a,0xfd9414cf, 0x661ef181,0x00d6445e,0xee03d9c6,0x11b8e750,
 0x639c8415,0x8d24699e,0x85954c18,0x9d4dc728, 0xc0a54157,0x1cb0a779,0x59f2c96f,0x5d1e3494,
 0xf8668c63,0x235ad124,0xbc9fa373,0x2af30c97, 0x527701a2,0xf2768fb3,0x2d0ec458,0xbe6ba1b6,
 0x49778208,0x0d7d6679,0xbd60bd65,0x9ae937a1, 0xfe2b8675,0xbf0a410e,0x74c4c876,0x580151e1,
 0xc1a8d1b1,0x73846686,0xe341f8b9,0xc42fab1b, 0xb8b61c67,0x46c400ca,0xfa64bbdd,0xc06a59ec,
 0xce3f31e8,0x515c17c8,0x9ac898a0,0xeb174dc3, 0xda3ae983,0xb43314c0,0x529ed833,0x70ede7b5,
 0xe447eb81,0x96189a1e,0xe631b1d9,0xccd5b7b3, 0x2bb36d87,0x687945ab,0x1024e9c7,0xe36e04c7,
 0xeafd8c04,0x2e67a3ca,0xebf9c1c2,0xdfe95705, 0x21902d07,0x830a43e3,0x6beaabac,0xec1ced61,
 0xb53f8034,0xa71ef4e5,0xbdedc6a7,0x0d2a2922, 0x26f317fb,0x082bd1ea,0xb2fc4dd9,0x83c6d2ec,
 0x127d06db,0x5f4c5239,0x4cae25fe,0x524d7c82, 0x066e138e,0x0f1c969a,0x62e120c1,0x16295937,
 0xa7f2b31f,0xfdf08a73,0x5bea3b45,0x1c84c5a2, 0x844c499e,0x5cee13b0,0x36c8b256,0xe3dd3e6f,
 0x0bf7e47f,0x4a1b4a6d,0x0d77ed98,0x286e90ec, 0x9a9d3e60,0xa2eb5147,0x8fe0fbff,0x0359e013,
 0xd2fe701a,0x5cec2d93,0x04ee5d69,0x08feb1d0, 0xc7cb7bdd,0xa4ccc504,0xaa1337a6,0xf2e2b318,
 0xb8cb83d3,0x037f3192,0x6aa441f0,0x528aca6f, 0x0d3b18c6,0x7f0d04a5,0xf5da0f8b,0xc67bcd94,
 0xf468c51f,0xc0a45948,0xbf309ee2,0x4cee05cc, 0xb64e8e21,0x772d6c6f,0x2735a106,0xdb3f80ef,
 0x8f897bd1,0xab748a07,0x97be0f86,0xed9e708d, 0x11638dc6,0x266fa5c7,0xadb2a71c,0xf116ef22,
 0xa2b4e986,0x2fddaf1b,0x04163f3d,0x732fac53, 0xf2527a68,0xe48bfd5c,0x89bb03fc,0x811609c7,
 0xb01a99dd,0xfbeb63da,0xf4dced3e,0x9611dd66, 0x36b38b10,0x74e4a8f3,0x823d467d,0x9f42d30e,
 0x9e0d1e92,0x3f3db88e,0xb6cd8fd8,0xd8b14252, 0x6b913f25,0x7c57ef5e,0x289bb6b1,0x44c07970,
 0x66c976e0,0x962ad6c6,0x9df168e5,0x646e1ee6, 0xedf6d3a2,0x6d98b9d9,0xa252e1c7,0xda062a7e,
 0xcdb273a2,0x6469e9c3,0xab4c2824,0x84003636, 0x7d76e2bf,0xf396261c,0x879c5cc0,0x9483d257,
 0xd8b80c25,0x7a10b613,0xbca0cf83,0x2c400131, 0xfbf5a46a,0x1edac5ef,0x6ea66f18,0xbda52f37,
 0x55a14ff3,0xb8651b23,0xf966aed9,0x24f19469, 0x204efdfe,0x511447c6,0x5439c770,0x9829fe55,
 0x1511926b,0x3f458dd4,0x365ddd42,0x94c3ce09, 0x71360980,0x08740f3b,0x24735069,0x9078849a,
 0x1f82cf27,0xbb100c41,0x0fedcf4b,0x7431e224, 0xfb20eb52,0x5ef4852e,0xabce9e37,0xe3384d9c,
 0x84a0ac88,0xe4f28207,0x8861daed,0x491d3bfe, 0x7fc599bf,0x19bd7864,0xcdd5ceb4,0x62b5c38f,
 0x4a707c47,0x755fc49a,0xdda8cb23,0x1be662ac, 0x7b5aa3bc,0x438d7974,0x08f28516,0x0e045df5,
 0x6f04a32c,0x643f5c90,0xda0aa13f,0xd4f22c0e, 0x48236cfe,0xa1769201,0x0731d062,0x4a85e1f7,
 0x4b3b5876,0xbb6e5bae,0xe5b2e31b,0x48796fcf, 0x3bed3345,0xce8a802a,0xfacea9fa,0x0359d5d6,
 0x248be801,0x47ab5776,0x8577367d,0x81ecf78e, 0xea3da1e3,0x62e583a3,0x3405a3e5,0x7f0f5028,
 0x55ce2908,0x88c53bea,0x3d10d9db,0x3a221d0b, 0x93675311,0x1a4d79a8,0xe5ef62b3,0x12706386,
 0x708a641a,0x8514125c,0xecd3ef47,0xed129c4f, 0x6c8560d5,0xb602c69c,0x482d468a,0x3f1f2925,
 0x7e994131,0x518cdc45,0xfa4fae6a,0xf84dc622, 0x672f9659,0x7ba121fd,0xf4ab7358,0xab2ce773,
 0xc3d650f0,0xe7b797da,0xc19912bd,0xe8704fa8, 0x34f25476,0x954dbfff,0xcf96d108,0xfc475473,
 0x12563387,0xd3aca7ad,0x2652b83f,0x00d238b0, 0xc5ba43f0,0xc6a755a7,0x4a8f8c1a,0xf0265743,
 0x5a344b78,0x39c7087a,0xd2af1e3f,0x10969844, 0x87c10c76,0x5f7946a9,0x5a671ee3,0xbb97772f,
 0x77e6806f,0x0906cca6,0xc649beba,0x19a21c0b, 0x3fb601aa,0x486ebd8e,0x4cb2ec69,0xffeda1ee,
 0x2d8ab21f,0x22f7f3e0,0xee46e9b6,0xd2408619, 0x5cdc2be4,0xaeb032dc,0x7f8138cc,0x8c0f1d8a,
 0x89f87e16,0xcfe80177,0xf2709330,0xff25e453, 0x03ce1717,0x9e516def,0x4a4cce53,0x014896c8,
 0x9e859613,0x368442d4,0x0a05d128,0x41ed738a, 0x7e39fb9d,0x04dc767b,0x47c124b2,0xdaab9674,
 0x018ea7e5,0x539818ad,0x82c7854c,0x39ae6683, 0x4462b103,0xc4c3e7f4,0x098bbace,0x9762a554,
 0x3e940fab,0x834fd56d,0x87ed7ea8,0x57b92e3b, 0x02067287,0x7bdd4a41,0x92a2c7cd,0xa784f9b1,
 0x06010f80,0xc2c93cb4,0x8bcb913b,0x2b7e4f0b, 0x5d3a6317,0xd6659fe8,0x07c33846,0x259ea255,
 0x6f083e6b,0x478f0e37,0xfe5e7a9b,0xdbec1c03, 0x53f02523,0x89a92a55,0x4e58e35b,0x19e883a0,
 0x4442e95e,0xb276a7b3,0xffc2c3c7,0xa24a2397, 0xd956261d,0x446fc667,0xbcbf50ef,0x0d4ac1ae,
 0x7b5c29de,0x6ce3d53b,0x3133b97a,0xd1e34e68, 0x80114819,0x337096f4,0xdf99a952,0xecf879eb,
 0x757ab735,0x64d93a12,0x065e7052,0x0ee5fbfa, 0x9349d037,0xad704d32,0x3df36e74,0x8db200de,
 0x98b3b26a,0x6a4f99e1,0xd519589a,0x0f497881, 0x7e28344a,0xba7444ca,0x6228fbae,0x9538d72f,
 0x64198803,0x76e72ba4,0xc80283a8,0xe09f47c4, 0x88d1a23e,0x6a566f06,0x42166d62,0x6d47fee7,
 0x028ef218,0xd4135633,0xc556ff54,0x0ec4458a, 0x62fc1346,0x03fa5d9a,0x7af048ef,0x7b171184,
 0xd472f721,0x07e480b1,0x3a2e2ef0,0x2af8b8c6, 0x0268c69d,0xa6ed0990,0x9214e680,0x9079cb92,
 0x24fb11ae,0x81416473,0xabdd9bed,0xe6bdd334, 0x41ab454e,0x4717fa24,0x2f18f104,0x2fafa56e,
 0x81c2548d,0xc09b3b31,0x022ebb91,0x96c68033, 0x14a326cd,0xfa128efe,0xb5ff26b4,0xf4ab905b,
 0xc4ef4c01,0x8a4ff277,0x8344dbf5,0xb4e7b7de, 0xbb2ddd02,0xd45e0fe6,0x688c84d3,0xc403b704,
 0xd11eca7e,0x864c56ef,0x98d0770e,0xe7297fa0, 0x3da337dd,0x7b7287d2,0x07575c2f,0xb344b3c1,
 0x5c2d5f82,0xd160611f,0x038e02f2,0x1be2000f, 0xa8f37e7e,0x3ada3669,0xfbc3a612,0x7e9a10f6,
 0xab503b90,0x7d378b7a,0x4636e278,0x8fa0caff, 0xe062513d,0x778d5de4,0x3b5ea25f,0x5e3f7d02,
 0xa3cad0b5,0x5997eb9b,0x6d703d88,0xdb5f867e, 0xe5c4e61f,0x904d0391,0x2409504c,0x8b9d942e,
 0xee24c443,0x7f50620e,0x5918c7ae,0x02d6de1f, 0xc8081685,0xa4eabbeb,0xb932a20d,0x85361d6c,
 0x33a9482d,0x19be2583,0x4f76a775,0xf4f65ee2, 0x7ba42081,0x9a8a6b94,0x29b1e9ec,0x4d14fda5,
 0x61717a53,0x7aadb326,0xa2862e7a,0x3e836484, 0x092d8732,0x13eca3f5,0x2d0f0dae,0xe51a9da4,
 0x33f87e77,0x22ea3c2f,0x731a2f36,0x41ee67a8, 0x28542da7,0x4489c0ef,0xc0be9974,0xe6771457,
 0x66d73fd8,0x514d6051,0x91927833,0x544c2e84, 0xd17f489a,0x89139ff9,0xe4127af7,0x10a86e09,
 0xceedea55,0x0f8f2825,0x4f86a5c8,0x28c73a1c, 0x1e87f00e,0x893bfc46,0x601d500f,0x0a3aaae6,
 0xe604db2d,0x0ccfd286,0x6745abad,0xd34cb223, 0x2a6a92aa,0x481167b7,0x6e6434be,0xfe90f449,
 0x490dec4b,0x317eecac,0x813ea47b,0x34069ba6, 0xd0bed718,0xfbed7993,0x6bf247e0,0x7cc4ca33,
 0x589f11c7,0x9ec70361,0x308ecb00,0xf75883ab, 0xdd95b984,0x0c76b4fa,0x05725b55,0x07888e7e,
 0x1e3ffed8,0xdc5f9a6f,0x8d04e5fc,0x3c230941, 0x03a0921b,0x9d380626,0x780cee11,0xeff50236,
 0xb7a15438,0xe556685b,0x6665e3da,0xbb1c56e2, 0x8c8d899b,0xba0918ac,0x7e3be633,0x7d212572,
 0x439a9411,0xaf89be8f,0x0ee206d4,0x2b48370c, 0x4bbf24f6,0x3d89cde4,0x2218c859,0xe062c191,
 0x7f8b015f,0xb27e07de,0xbf085754,0x8a9699a7, 0x8ce39368,0x3303f138,0x79d6df3d,0x968a3c2e,
 0x24faf6fc,0x950709b0,0x871ba2bf,0x965819bc, 0x429b2583,0xabda2dca,0xfaa602ae,0x59f6d71b,
 0xfc1ec5d1,0x032ad07d,0x98396822,0x934e0bb8, 0xf1ccb1dd,0xaceef59c,0xcf28afc5,0x145c8be9,
 0xeb6db14b,0xda782ed3,0x88617985,0x1b9b291f, 0xee287e18,0x4f0384fd,0xcb7951b5,0xc221a273,
 0x0ef354af,0x727d93f2,0x63c6862b,0xaafd4e90, 0x7249e9f7,0xa36187f1,0x5f6f17c8,0x18b3af2c,
 0xdc0ef0d4,0xbf1058ef,0x7d975cc3,0x3a366896, 0x0b172cd3,0x53ee89eb,0x575aeaed,0x56f2a16b,
 0x440ba61e,0x0f86deb7,0x4810809b,0x3c293d9a, 0xcd0c3424,0xd238b6b7,0xe191c852,0xb03e8876,
 0xd7cafb5a,0xd239406a,0x85f94bf3,0xc6923992, 0x64d91b57,0xd4764486,0x21a17ce7,0xf1b4d53a,
 0xf0309e5c,0x0797ca5b,0xf16dd6f3,0x6ae18107, 0x91c7be16,0x437e579b,0x2e2b33f3,0xfae7b867,
 0x52e8f032,0x9bf866f8,0x4d071226,0x23b39a66, 0x56b6bfd0,0xb721370f,0x27f402f8,0x464f4fe6,
 0xcb1ec522,0xb43763f1,0x1228f201,0x2d7da95b, 0xcf74bd95,0x82241370,0xda4ee4c2,0x23537417,
 0x34279f47,0xcaed95c8,0xd7658c5a,0x1a3d1a7c, 0x2ccf384c,0xff26e9b7,0x234adb62,0xae852ed9,
 0x162279c9,0x31c0702f,0x2505c873,0x43d8a8c8, 0x51e36662,0x3cc82db1,0x8a609528,0x71bb7c7d,
 0xbc91baf1,0x137ddb6f,0x9f25cee3,0x9674f9ef, 0x4eae72fc,0x5fa7a176,0xd2a2be2c,0xcf1b540f,
 0xa5f77981,0xf4b55a25,0x05cb3077,0xab0731bc, 0xcd003b75,0xe399f1e4,0x93695ace,0xfaec9017,
 0x48daaac3,0x4cf11c86,0x75c079f5,0xffec7a93, 0xffc513fe,0xa5191165,0x89e600a7,0x894fe2bc,
 0xa7a5794d,0xf0b2aa7e,0x0d5c60a3,0x40f7edf1, 0xcb253829,0x5c60df5f,0xaf0c571e,0x596273bf,
 0x9c9b57f6,0xb3264e6e,0xa7359c0f,0x1038bef3, 0x40deb85e,0xba7e3894,0x4059cfb6,0xab8a6a0f,
 0x4381226e,0xc6205c0a,0x07a908d8,0x32e1468d, 0x52dc32be,0xb3f8b87a,0xbc36c8d1,0x575de25d,
 0x45f99caa,0xa5a44fad,0xb90a1def,0xb8a89f78, 0xe844b26d,0x92e5abfd,0x665b69d8,0x63e96965,
 0x4dc30a1b,0x9d2a6ccf,0xb3fb1c0e,0x7b195cb7, 0x4ded14b3,0x0a0823a7,0xb12cb902,0x6c3022bf,
 0x57467e9c,0xb5807f96,0xc090556b,0x9c9f1543, 0x4f930087,0x062d18b0,0x48bb265c,0x8eff7d4a,
 0x114ae9c3,0x7ac4b277,0x84a851fa,0x098c231b, 0x9140e72d,0x51b0b136,0x059b31d6,0x683d80bc,
 0xc4fb414d,0x7a1e01c8,0x805acd1f,0xce67b3f7, 0x64d73706,0xe93f28d1,0xc32a568a,0x897cc23e,
 0x75f03beb,0xe772486e,0x91ecf51b,0x4e196cda, 0x9e763865,0x55106846,0x7b682cc9,0x68e8dacd,
 0xc0930b42,0xa3e48e87,0xfe30f915,0xb03237f0, 0xb57d0f65,0x1d6b0dfd,0xe2c7c3d6,0x959ae2c8,
 0x3be57639,0x355268eb,0x8dcf6ae7,0x7b2a9d22, 0x85255eaa,0x895aa563,0x1794b89d,0x70909c0a,
 0x7c56bf74,0x17e54dd1,0xe1a922ed,0x8438fac9, 0x398f44bf,0x65a1a615,0xae933a34,0xa2a7716d,
 0xceaced03,0xe559299a,0xba614823,0xb30e9e89, 0xfd83fb61,0xb4736422,0xd7a32825,0x0ef92311,
 0xfe426496,0x4a00b005,0xcbf582e4,0xd1a1f4e4, 0xed2b6a35,0xc07deb12,0x68650983,0xd2d6e4da,
 0x208e39a9,0x75eb0913,0x0313695e,0x48a50b21, 0x7a5df9aa,0x84026213,0x3ac4f5cd,0x56c71115,
 0x4cd1788d,0xb57d12c7,0xb7ab056f,0x704ff6ad, 0x462b6d62,0xbcc14e6b,0x8a771a55,0x149e8463,
 0x02127233,0x753a2f1f,0xa13a5317,0x1adfe3cb, 0xfa01d0a0,0x0b3c42b2,0x2f0823e0,0x2b0be4b9,
 0xf712051f,0xdbe2128f,0x84641c3d,0xbe3ed38b, 0xc10a2223,0x49efc078,0x07d4f0bd,0xec24a336,
 0x0c2e3fe0,0x1cb33c04,0xce1abf88,0xbb4afb46, 0xc8449bcc,0xb761fbbd,0x92db6e54,0xcc76d957,
 0x2f1d1fef,0xe635c610,0x9288709d,0x23988353, 0x0ffb1a11,0x7760e451,0x59c7edd3,0x4c80b79a,
 0x10f1d155,0xfc81ec30,0x2c926e1b,0x39a97444, 0x96caeb3a,0x9e22a824,0xbc9683b1,0xea80a7b3,
 0xb32b9515,0xc8a7dc0c,0x8f6fcd6d,0x09fcfff6, 0xf2e86a2a,0x8ed79ce3,0x55e6cfc1,0x092f53b6,
 0x621fe4f9,0xebb78479,0x5dc13462,0x69d32c6d, 0x52c48c24,0x02ed9450,0x3a1b8e2e,0xffdbb6b9,
 0xf6abadb3,0x3506690b,0x48463b7d,0x64dc9f6f, 0x1c05df68,0xd0c6476b,0xc415a036,0x03e3823a,
 0x6ceb78ae,0xb45367b2,0xb891afdd,0x7eebf453, 0xfa888fc1,0x9a15470b,0x23556344,0x468c8cc0,
 0xb7833c9e,0xabb89842,0xa983d3a6,0x55252798, 0x06af78fe,0xb8dbdeb0,0xbd0474e9,0x9019a7ba,
 0xb4c7a761,0x39274e4e,0xb5135b06,0xdd3d59ec, 0xc65cff7b,0x42e49eae,0x37d9cc31,0xb671a84c,
 0x46ccd4c7,0xbb61970e,0x709657af,0x52f46291, 0x2a629d7e,0x6916f418,0x9e818e71,0x4cee27a2,
 0x2f1c132b,0x27f39693,0xf0a53d95,0x94614067, 0x1a85044d,0x952283fd,0xd9236394,0xcd8b14b5,
 0x429f3865,0xd3e340ca,0xd4dc7333,0x0e9b1208, 0xd902dced,0xff3a767f,0x18764215,0x9386cf2d,
 0x26f6eb2a,0xc214bd11,0x416f9554,0x0313c58c, 0x352d41e5,0x5f0a4100,0xabf07de3,0x0d695aed,
 0xe9c92a88,0x22f3ac7c,0x0a550e1d,0x8bd0bb0f, 0x63386e5c,0x8454ce4a,0x0a2d643c,0x97bffb06,
 0x5a7c662f,0x0e2eb90a,0x3addb5d7,0xcaac022f, 0x6e93296c,0x027e5817,0x769fe298,0xc4a31a3a,
 0x24ad4874,0xd6be1289,0xf5954340,0x8d9a0bc3, 0x24785cf7,0x7af41e44,0x23d74ebf,0xed99ff47,
 0x54c7352c,0x1d839a1a,0x4b80fe71,0x4346f5c1, 0xf873af1c,0x0a5ac15a,0x356208da,0x42e8dcd0,
 0x8fb490d2,0xf30866d0,0x1add3882,0x2409b137, 0x2ed66149,0x27f44955,0x6d2a6708,0x534b166d,
 0x42a9ddfd,0xf382724e,0x6369da04,0x6d6b97d5, 0xda568df4,0x2d0b290b,0x2c99814c,0x44ed4cb5,
 0xc1b46268,0xb5beb38c,0x5d9a3002,0x98e7a2c9, 0xf61da0ea,0xb9bc42fc,0x0ba0d056,0x83183ed2,
 0x709151ba,0xa67880b0,0x583f1a7f,0x5d1552e3, 0x4bfc3c93,0x621d3ddd,0x703bad00,0x38ea8346,
 0xc74de1f2,0xc11225f5,0xf9ccd566,0x23ffc8d9, 0x70b1cd04,0xffc16438,0xfba60732,0x009d012f,
 0x6c14bc75,0x7a9f0b93,0x80754e58,0x047d5a42, 0x477da934,0x845ebe60,0xc4c09955,0xec268fa8,
 0x93dd496c,0xe9975bae,0x37ab7050,0x50ed416e, 0xf249e11c,0xa9efc068,0x33cf3d34,0xe1e3248e,
 0x2bd47371,0xf63f447d,0x6a594d30,0xd68a404d, 0x3338d232,0x13c83d4f,0x2e96f27e,0x316b731f,
 0xc78cff87,0xf5eacc4c,0x60b719c0,0xb65229b2, 0x36bf9798,0x190a1024,0xa6ede810,0x7bc366a0,
 0x92d4d57d,0xc3beb437,0x52ddc6f2,0x148097e9, 0x5a147d43,0xb75c4520,0x2fa953e3,0xbe3677c2,
 0xd2eebcd3,0x2e8c872d,0x0f934ffc,0x25f3e187, 0x57d93d24,0xd3520ef1,0xe9254536,0xef8e0ef4,
 0x75264b1e,0xfb19786f,0xd236eba8,0x04cbea92, 0xcd7e845a,0x684ec1eb,0x4f4b90cc,0x0b718868,
 0x2152d2e3,0x9c8bcb20,0x7f6dedd2,0x44e365ae, 0xf5208b8f,0x86c9684d,0xe63bd205,0x99ec3685,
 0x151d8925,0x09f433ff,0x38494fb7,0xa8cb2218, 0x74393720,0xa2d06480,0x8b04e633,0xf097e924,
 0xcecd7009,0xd4e049bb,0xaed28dba,0xcf180601, 0x4808cae9,0x4150f0b9,0x3b471a80,0x14624293,
 0xd6c53a30,0x73c43dd3,0xe09258d7,0x69ff244f, 0xa80f9a00,0x1acc511c,0x0d326b45,0x77d4ffd2,
 0xe141b5b8,0xe5fe5461,0x7d1aa395,0x4f124d79, 0x881fa6f6,0x76df291e,0xd9577fef,0xebb5bb1d,
 0x5720be01,0x30ecf455,0xb0eb5791,0x07e24729, 0xa1abfede,0x8baa79fc,0x95113376,0xe1a4caca,
 0xb3e77d7f,0x75d875d4,0xe481c9de,0x479858be, 0xddf8d9ab,0x8537902a,0x2d64f3a0,0xcd7bd279,
 0x1e32eb62,0x59f2be25,0x98e13478,0x94256c08, 0xb5547f76,0x3d327a78,0x4c2f4d55,0xff6e626e,
 0xbae269ba,0xb84b92b3,0xc71448a4,0x104e5e17, 0x769ce3da,0x9d5df8d0,0x2f88c595,0xa14effed,
 0x628b61a3,0xec6a1c98,0x78770f1e,0xa401e3a5, 0xf9317c77,0xac4df3cb,0x6c62cef9,0xc911cec4,
 0xcb8e6bc3,0x230303be,0xf894848e,0x3bbf3f3b, 0xd04b005b,0xd191c287,0x4df90992,0x3df7ec76,
 0xf5627353,0x169f5364,0x7e3b45c4,0x05f7f029, 0xe50fba0e,0x111edf4c,0x228629f3,0x6d61b040,
 0x067d6af7,0xd7f2c927,0xbce76956,0xd8992a00, 0x37ca87c2,0xf233434c,0x8f9ed1a3,0xb05e6b75,
 0x6ad0e2e1,0x9e953f14,0xa76a4046,0x001f7857, 0x7111e6c8,0x34ac2cb6,0x9232cbec,0xc1fffbd2,
 0xa3f5a01b,0x946b0667,0x0c2406c1,0x5795feab, 0x60d7863a,0x03d57adc,0x804ebb88,0xb44cd104,
 0xea4d76c8,0xad57963f,0xe4454061,0x0821dad2, 0x3190aaa4,0x471d0688,0x256759f6,0xbed28743,
 0x39dd1ccc,0xaf9386cb,0x793855df,0x9d27cf91, 0x265ee31d,0x93c5a129,0x368daa85,0x6c70c55c,
 0x41bf3724,0xd56b7a02,0x9abfb4c0,0x264a68e5, 0x1b0b6617,0x16a6c9c7,0x7499e406,0xffe592b2,
 0xca601afc,0xae56c461,0xd28d3793,0x285c8875, 0x72d5f379,0x14f1f2af,0xd3d8e08e,0x2169bc3a,
 0xf0b014a9,0x6c061396,0xf17cec84,0x3f8edc84, 0x46bd1ad1,0x45437d99,0x69a50423,0x63d775f8,
 0xf830d71e,0xf96ea298,0x5f149155,0xe483e7b1, 0x2528ba26,0xa392b28a,0x5417d1e8,0x4adc468b,
 0x79cfa93e,0x21bb4740,0x2e209e68,0xccbae5c7, 0x9d30283c,0x5b049b20,0xd300481c,0x97d1cc3d,
 0xa07e9187,0x6579b309,0xfbe37e84,0x65563de8, 0x870b934e,0x985eab0a,0xda02300b,0xd657960f,
 0x2c0a1a22,0xcdddb58d,0x751a3f36,0x30a2dbc7, 0x9574a13b,0x9c1287b7,0xc0183ab9,0x251c71c4,
 0x9b464288,0x68e79a43,0xe74649b3,0x6752d034, 0x2feab35a,0xbbc8199e,0xdd501ed9,0xda478f8d,
 0x60e9eeab,0xa8e614fb,0x7f875c5d,0xd689bc3c, 0x66f21b0a,0x9cbded37,0xf86cde92,0xe2cc55ea,
 0x21171622,0x11b77b7f,0x64390cef,0xec18bedc, 0xf089f728,0x11d26f6b,0x2ac2413a,0xb8341967,
 0x5261d88a,0x912554f5,0x4c6b12c3,0x4b211e19, 0x57b6099b,0xead0705a,0xee6d30a7,0xea305fb0,
